SUBSCRIPTION_ID,RELATIONSHIP_STRENGTH,SENTIMENT,NPS_SCORE,IS_DELINQUENT,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,PARTNERSHIP,BILLING_CITY,BUSINESS_TYPE,CUISINE,PAYMENT_PLAN,CHURN_DATE
sub_E4PRnB2flZy4h5,Good,,,FALSE,1,2388,,New York,Restaurant,American (Traditional),Monthly,
sub_DKkM5QSn89hAYz,Neutral,,,FALSE,1,2388,,Nashville,Bar,Bar - Traditional,Monthly,
sub_EB9T58Mwgaz65s,Neutral,neutral,9,FALSE,1,1188,US Foods,Westminster,Restaurant,American (Traditional),Monthly,
sub_8wg73S9M8LeK1I,Neutral,,,FALSE,1,1188,,New York,Other,Other,Monthly,
sub_FkVztOiNYhEVAT,,,,FALSE,3,,,New York,Restaurant,Mexican,Monthly,
sub_E3z4oufU1gx1Vm,Neutral,neutral,,FALSE,1,1908,US Foods,Winchester,Restaurant,American (Traditional),Monthly,
sub_FhARg8ePlDH2NE,Good,,,FALSE,1,,,Redlands,Restaurant,Pizza,Monthly,
sub_8OiMLhy8CbSNhP,Neutral,,,FALSE,1,948,US Foods,Tuscon,Restaurant,Mexican,Monthly,
sub_9R7t9Wbz3N0yOV,Neutral,neutral,,FALSE,1,2388,,Brooklyn,Restaurant,Other,,
sub_7l44Rgxvhgbh3L,Good,neutral,10,FALSE,3,2148,US Foods,Asheville,Restaurant,Mediterranean / Greek,Monthly,
sub_DFvsd38OwhkQQx,Good,neutral,8,FALSE,1,2388,,Palo Alto,Restaurant,Italian,Monthly,
sub_G0dFh04PQWr2gJ,Good,,,FALSE,3,0,,San Francisco,Restaurant,Italian,Monthly,
sub_7zwQvN69TNy4oi,Neutral,,,FALSE,2,2388,,Washington,Restaurant,Ramen,Monthly,
sub_Doc2nIDj9PKPDB,Neutral,,10,FALSE,1,2149,,Boca Raton,Hospitality Group,American (New),Yearly,
sub_BRtC8uRJlzpp3r,Neutral,,,FALSE,1,1428,,Fort Lauderdale,Restaurant,American (Traditional),Monthly,
sub_DNNxe4BjsTNzsp,Neutral,neutral,,FALSE,1,1908,US Foods,Monroe,Restaurant,Italian,Monthly,
sub_AnSnC7eeIW7rUN,Good,positive,10,FALSE,3,5724,,San Francisco,Restaurant,Barbecue,Monthly,
sub_9eyHJ9hPwZMp4w,Neutral,,,FALSE,1,2689,,Culver City,Restaurant,Mexican,Yearly,
sub_9YwXQEz3HmWewt,Good,,,FALSE,2,1908,US Foods,Webster,Cafe / Coffee Shop,Other,Monthly,
sub_ADXREGO86cSRy2,Good,,,FALSE,1,2736,,New York,Restaurant,American (New),Monthly,
sub_ErtcpNCxS8aKHy,Neutral,,,FALSE,1,2388,,Las Vegas,Bakery / Confectionary,"[""Bakery"",""Cafe"",""Coffee""]",Monthly,
sub_EJLWNAWcxGWZYs,Good,positive,,FALSE,1,2388,,Coral Gables,Restaurant,American (New),Monthly,
sub_FeTzq7kGmeShvY,Neutral,,,FALSE,,,,Oyster Bay,Restaurant,Italian,Monthly,
sub_8bPEk8aYNLQ2i4,Neutral,neutral,,FALSE,1,588,,New York,Restaurant,Italian,Monthly,
sub_E6F88jhrLnlcWx,Good,,,FALSE,1,2388,,Washington,Restaurant,American (Traditional),Monthly,
sub_9HPYuLCgB2BrFP,Neutral,positive,,FALSE,1,948,US Foods,Nashville,Bar,Bar - Traditional,Monthly,
sub_FxyKKvPXuVL9Yz,,,,FALSE,1,,US Foods,Ventura,Restaurant,American,Monthly,
sub_AsYxjXMNJPc2Lj,Good,neutral,10,FALSE,2,1908,US Foods,Duluth,Restaurant,Seafood,Monthly,
sub_CJoK9d6RbDzSNH,Good,,,FALSE,1,1068,,Washington,Restaurant,French,Yearly,
sub_AVmMpbKVmhrsGB,Good,,,FALSE,1,1428,,Cambridge,Restaurant,Sushi,,
sub_A7PMN82yfr7cx1,Good,,,FALSE,1,1908,US Foods,Hot Springs,Restaurant,Other,Monthly,
sub_CXFOXewAPavjS4,Bad,,,FALSE,1,2388,,New York,Restaurant,American (New),Monthly,
sub_EPLmi9ffuNU8i2,Neutral,,10,FALSE,2,1908,US Foods,New York,Restaurant,Deli / Sandwiches,Monthly,
sub_E6F5QyyyJ8HNDE,Good,neutral,,FALSE,1,2388,,Washington,Restaurant,American (Traditional),,
sub_CBY3wHCnbOnHnz,Good,neutral,10,FALSE,9,4788,,Atlanta,Restaurant,Latin American / South American / Central American,Yearly,
sub_EOCv6GG4Jsul3S,Neutral,,10,FALSE,1,2976,,Ogunquit,Restaurant,Seafood,Monthly,
sub_BtA4C3aUM7k3ig,Neutral,neutral,,FALSE,1,2388,,Washington,Nightclub / Lounge,Bar - Cocktail,Monthly,
sub_G7TMDnxjyW8lQo,,,,FALSE,1,,,Columbus,Food Truck,American (Traditional),Monthly,
sub_DdsKcyQnjBc1Re,Good,neutral,,FALSE,1,2388,,New York,Restaurant,Pizza,Monthly,
sub_8bOtHQQQcdnAmj,Good,,,FALSE,1,1188,,Boston,Restaurant,American (New),Monthly,
sub_7ysSNerpKtfdBH,Neutral,,,FALSE,1,1188,,Falls Church,Restaurant,American (New),Yearly,
sub_BmjJkjjdaNmj8Z,Good,,10,FALSE,1,1188,,New York,Restaurant,Other,Yearly,
sub_CjzK6tQk5lGZ08,Good,positive,,FALSE,1,2388,,Brooklyn,Restaurant,Italian,Monthly,
sub_DUXVIBsRaxD2hB,Good,,,FALSE,1,2388,,New York,Restaurant,Indian,Monthly,
sub_DgLxFoswiUNZNy,Good,,,FALSE,2,5244,US Foods,High Point,Restaurant,Barbecue,Monthly,
sub_AgGPV7RwHXQuGU,Neutral,,10,FALSE,1,2976,,Fair Lawn,Restaurant,Seafood,Monthly,2019-11-04 00:00:00.000 +0000
sub_F51aOm8NQYBl9L,Good,neutral,,FALSE,,2388,,Houston,Restaurant,Middle Eastern,Monthly,
sub_9SJQHS01QbqmVH,Neutral,neutral,1,FALSE,1,4536,,San Francisco,Restaurant,Asian Fusion,Monthly,
sub_AOCptpNBGQtYRX,Neutral,,,FALSE,1,1188,,Athens,Restaurant,Other,Yearly,
sub_BcFizeU7gOfQ9e,Good,,9,FALSE,1,1908,US Foods,West Hazleton,Restaurant,American,Yearly,
sub_AvDzZ80mAZp0us,Good,,,FALSE,1,1188,,New York,Restaurant,American (Traditional),Yearly,
sub_EE8PnUFE8frSh0,Neutral,,7,FALSE,2,3564,,Sherman Oaks,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_BTKyFaobf1ylyN,Good,,,FALSE,1,2388,,New York,Restaurant,Italian,Monthly,
sub_Bg7mUSMJREIiw1,Neutral,,,FALSE,1,948,US Foods,Elizabeth City,Bakery / Confectionary,Deli / Sandwiches,Monthly,
sub_7o1SAFodELZOEz,Neutral,,,FALSE,1,2148,,Santa Fe,Restaurant,American (Traditional),Monthly,
sub_A0Ibq4Zj3t4WuD,Good,neutral,6,FALSE,1,2148,,Rhinebeck,Restaurant,Other,Monthly,
sub_G6DY0JtbGZ82f0,,,,FALSE,1,,US Foods,Ft. Mill,Restaurant,Mediterranean / Greek,Monthly,
sub_EjInkdmcdAXAhv,Neutral,,,FALSE,1,1428,,South Orange,Restaurant,American (Traditional),Monthly,
sub_ADmGR7PeQu4oXH,Good,,,FALSE,1,1428,,New York,Bar,Other,Yearly,
sub_FvSWry9rDd2mDd,,,,FALSE,1,0,,Arlington,Restaurant,Mexican,Yearly,
sub_8NvodwgLgLPjej,Good,,,FALSE,1,1188,,Boston,Restaurant,British,Monthly,
sub_BbDP4lY0l3QpnP,Good,,,FALSE,1,2148,,Jersey City,Restaurant,American (Traditional),Yearly,
sub_Cf7DfbivEE9Nb9,Neutral,neutral,,FALSE,1,2148,,New York,Restaurant,British,Yearly,
sub_GCbT0IHjnAVHrZ,,,,FALSE,2,,US Foods,Brandywine,Restaurant,Seafood,Monthly,
sub_AK9U2XQyX7J0h9,Neutral,,,FALSE,3,2388,,Brooklyn,Restaurant,Pizza,Monthly,
sub_7ymiDMq25w4IEI,Neutral,positive,9,FALSE,1,2148,NYC Hospitality Alliance,New York,Bar,Raw / Live Food,Monthly,
sub_9R7s1rZWsmMyzH,Neutral,,,FALSE,1,2388,,Brooklyn,Restaurant,Japanese,,
sub_FKL81ygb6sjs4f,Good,neutral,,FALSE,1,2388,,Seattle,Restaurant,American (New),Monthly,
sub_7VCnw9jS4MBnES,Neutral,,,FALSE,0,2148,,New York,Other,Other,Monthly,
sub_F1a3GPrANBVzNI,Neutral,,10,FALSE,12,4378,,Chicago,Hospitality Group,American (New),Yearly,
sub_6FHJRq02fREAQV,Good,neutral,,FALSE,1,1188,,New York,Bar,Bar - Cocktail,Monthly,
sub_GBp2WgfyJP5OUA,,,,FALSE,1,,,Wakefield,Restaurant,Other,Monthly,
sub_FfGA5PUR7AnqOW,Good,,,FALSE,1,,RSI,Commerce Charter TWP,Brewery / Winery,Burgers,,
sub_94FDXGYv9IL8If,Good,,,FALSE,1,1188,,Boston,Restaurant,American (Traditional),Monthly,
sub_DvOAYLu22djXRO,Neutral,,10,FALSE,1,1908,US Foods,Cordova,Restaurant,Steakhouse,Monthly,
sub_GBBOTpO9pFLHUc,,,,FALSE,1,,,St Louis,Restaurant,Steak/Seafood,Monthly,
sub_C2BDvuFHmT2wAH,Neutral,,,FALSE,3,4548,,Miami,Restaurant,Seafood,Monthly,
sub_DpiWspDWjU8ewG,Good,neutral,,FALSE,1,1908,,North Liberty,Restaurant,American (Traditional),Monthly,
sub_DJYMlqMobhfOIx,Good,negative,,FALSE,3,2388,,Los Angeles,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_BwX11dRpx7JWP2,Neutral,neutral,,FALSE,1,2388,,Brooklyn,Cafe / Coffee Shop,Breakfast / Brunch,Monthly,
sub_8nnGJGfcjRaN4p,Neutral,neutral,,FALSE,1,1188,,Washington,Restaurant,American (New),Yearly,
sub_9SE54LlBv4H1LS,Good,,,FALSE,1,1188,,Boston,Restaurant,American (Traditional),Monthly,
sub_G2T5Vq5QUx2BUT,,,,FALSE,2,,,Barnstable,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_EeNbzPueIrs4q4,Neutral,,,FALSE,1,2388,,Long Branch,Restaurant,American (New),Monthly,
sub_FskZ8r6Ayrb6YF,,,,FALSE,3,,US Foods,Meridian,Restaurant,Deli / Sandwiches,Monthly,
sub_EelQwHLbYMjpTT,Bad,,,FALSE,1,1188,US Foods,Blackwood,Restaurant,Italian,,2019-11-13 00:00:00.000 +0000
sub_7yqR3iqnR1Lbn6,Neutral,,6,FALSE,1,2388,,New York,Restaurant,Bar - Wine,Monthly,
sub_8NvqIJLREkRgF6,Good,,,FALSE,1,1188,,Boston,Restaurant,American (New),Monthly,
sub_BcMCNvTryKc8Tl,Neutral,positive,,FALSE,1,1908,US Foods,Stillwater,Restaurant,American (New),Monthly,
sub_8P0fzrpBczaBN4,Good,,10,FALSE,1,2148,,New York,Restaurant,American (New),Monthly,
sub_BsvU0PMewlWBnv,Good,,10,FALSE,1,1188,,New York,Restaurant,Southern / Creole,Yearly,
sub_A87YcF8NRqUR8I,Neutral,,,FALSE,1,948,US Foods,Kansas City,Restaurant,American (Traditional),Monthly,
sub_En0upQb8BhKBZQ,Neutral,,,FALSE,1,1428,,New York,Hospitality Group,Mexican,Monthly,
sub_CxtaTDKT7mYXdn,Neutral,,,FALSE,1,2148,,Philadelphia,Restaurant,American (New),Yearly,
sub_ANuOXg4E5KW9mh,Good,,,FALSE,1,2388,,New York,Bar,Other,Monthly,
sub_8nnGx0pRfZISjN,Neutral,neutral,,FALSE,1,1188,,Washington,Restaurant,Japanese,Yearly,
sub_AY0JkLv8tkamCR,Neutral,neutral,,FALSE,3,2388,,Portland,Brewery / Winery,American,Yearly,
sub_DsR5SYwL5agTUK,Neutral,,10,FALSE,1,2976,,San Antonio,Bakery / Confectionary,"[""""Bakery""""]",Monthly,
sub_8Od93rRhvWUKfp,Good,neutral,,FALSE,1,2388,,New York,Restaurant,Seafood,Monthly,
sub_CkjX6VD2h4yIc5,Neutral,,,FALSE,1,1428,,Arlington,Deli,Deli / Sandwiches,Monthly,
sub_GBUpm40GhHtIlh,,,,FALSE,4,0,,Providence,Restaurant,Bar - Traditional,Monthly,
sub_FtV8rWepE2zRmi,,,,FALSE,1,4056,,Washington,Catering,"[""American"",""Pizza"",""Sandwiches"",""Cafe"",""Coffee""]",Yearly,
sub_DvlhQcaqJPf5ML,Neutral,,,FALSE,2,2388,,Miami,Restaurant,Sushi,Monthly,
sub_D7dcfpOaaFFxck,Neutral,,8,FALSE,1,1188,,New Rochelle,Restaurant,Chinese,Yearly,
sub_Dy540pouQjSlWP,Neutral,neutral,10,FALSE,1,1908,US Foods,Park City,Restaurant,Italian,Monthly,
sub_77vsHdOFhxIepl,Good,,,FALSE,1,2388,,New York,Restaurant,American (New),Yearly,
sub_CK7ridhzJu7WcO,Neutral,neutral,,FALSE,3,1908,US Foods,Washington,Restaurant,Steakhouse,Monthly,
sub_8hLICjOzEmiQXU,Good,positive,,FALSE,1,1188,,Brooklyn,Restaurant,Pizza,Yearly,
sub_FvpYhr0qcBsPOy,,,,FALSE,1,,US Foods,Sacramento,Restaurant,American (New),Monthly,
sub_Dym2Ok70WCOJTY,Good,neutral,10,FALSE,1,1908,US Foods,Natchitoches,Restaurant,Southern / Creole,Monthly,
sub_EmFimuXRqNnMyS,Neutral,,,FALSE,1,1908,US Foods,Baltimore,Restaurant,Italian,Monthly,
sub_Aj0UoyfwBh2T8W,Neutral,positive,,FALSE,1,3948,,Boston,Restaurant,Asian,Monthly,
sub_G6hhBGq3aERHo7,,,,FALSE,1,,US Foods,Las Vegas,Restaurant,Sushi,Monthly,
sub_DcjuX4PXZQdePQ,Neutral,neutral,,FALSE,1,4176,,Bordentown,Restaurant,Bar - Traditional,Monthly,
sub_A1s9bn1DFaXndx,Neutral,neutral,,FALSE,1,1908,US Foods,Converse,Restaurant,American (New),Monthly,
sub_EViqkSgqFMIQFx,Neutral,neutral,10,FALSE,18,7140,,Des Plaines,Multi-location (10+),Italian,Monthly,
sub_FISmESgxgo2g6S,Good,,,FALSE,1,2388,,Santa Monica,Event Space,American (New),Monthly,
sub_9zAs3JAoSDW6vj,Neutral,,10,FALSE,5,2388,,Washington,Restaurant,Tapas (Small Plates),Monthly,
sub_Apxkl5szBfAE7s,Neutral,,,FALSE,1,2388,,Chicago,Restaurant,Thai,Monthly,
sub_BC8p4S6u0wzc9X,Neutral,,,FALSE,1,948,US Foods,Jersey City,Restaurant,Italian,Monthly,
sub_DfK9s6uEoG5RbD,Good,neutral,,FALSE,1,2388,,Denver,Deli,Deli / Sandwiches,Monthly,
sub_97BPswhjdVZvDW,Good,neutral,,FALSE,1,2628,,Brooklyn,Restaurant,American (New),Yearly,
sub_9R7wMAXS31BcON,Neutral,,,FALSE,2,1428,,Brooklyn,Cafe / Coffee Shop,Japanese,Monthly,
sub_FiNfjQCeL1QnuE,,,,FALSE,1,,RSI,Cincinnati,Restaurant,Asian Fusion,Monthly,
sub_F4c6p9UvlwUE4a,Neutral,neutral,10,FALSE,1,2388,,Princeton,Restaurant,Mediterranean / Greek,Monthly,
sub_EUgRXOi5eMcWe4,Neutral,neutral,,FALSE,1,2388,,NA,Restaurant,Italian,Monthly,
sub_AsXcYPB6b7JWvs,Neutral,positive,10,FALSE,1,4548,US Foods,Cranberry Township,Restaurant,American (Traditional),Monthly,
sub_CMQ6PQ84jrQlUM,Neutral,neutral,,FALSE,1,2148,,Downey,Restaurant,Middle Eastern,Monthly,
sub_9zZVIO8Gj7ny6t,Neutral,,10,FALSE,1,5136,,South Kingstown,Restaurant,Seafood,Monthly,
sub_E45M5LXT4xyVvq,Neutral,neutral,,FALSE,1,2388,,New York,Cafe / Coffee Shop,Other,Monthly,
sub_DO7K7eyItn0zDP,Good,,,FALSE,1,2199,,New Orleans,Bar,American (New),Yearly,
sub_AtoM88Y9Rqk2iJ,Neutral,neutral,,FALSE,1,2388,,Burlingame,Restaurant,Burgers,Monthly,
sub_D8g9kz6mscfV7M,Neutral,neutral,,FALSE,1,2388,,Wilmington,Restaurant,Italian,Monthly,
sub_9eVFK0PmtqcShT,Neutral,,,FALSE,1,3948,,Rocky Hill,Catering,Other,Monthly,
sub_6pGDWlYxQfF82K,Neutral,,,FALSE,1,1188,,Boston,Restaurant,Pizza,,
sub_FqYf9VgwpUFxUd,,,,FALSE,,,,New York,Restaurant,Thai,Monthly,
sub_8bOWqsLxCBdDhI,Good,,,FALSE,1,1188,,Boston,Restaurant,American (Traditional),Monthly,
sub_DqvU4qpP1BiyTI,Neutral,neutral,,FALSE,3,2388,,Minneapolis,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_ExSTYzQmjfGseZ,Neutral,,,FALSE,2,2388,,Third Lake,Restaurant,"[""Barbecue"",""Grill"",""American"",""Contemporary""]",Monthly,
sub_BsvVObzdIFo13k,Good,,,FALSE,1,1188,,New York,Restaurant,American (New),Yearly,
sub_Akonde16UmvFF5,Good,neutral,10,FALSE,1,2028,,New York,Restaurant,Breakfast / Brunch,Monthly,
sub_DgT4NRrbvjG8Bg,Good,neutral,,FALSE,5,2388,,Brooklyn,Restaurant,American (New),Monthly,
sub_DPzk3RBh0xqZkn,Neutral,,,FALSE,1,2496,US Foods,Morris,Bar,Bar - Traditional,Monthly,
sub_AKTtHVxBgtzbnd,Neutral,neutral,,FALSE,1,948,US Foods,Plymouth,Restaurant,Bar - Traditional,Monthly,
sub_8jgHwcqXtcZSZJ,Good,,,FALSE,1,1188,,New York,Nightclub / Lounge,Bar - Cocktail,Monthly,
sub_CIDRnSuA5p8O9n,Neutral,neutral,,FALSE,2,4027,,Kenwood,Restaurant,American (New),Monthly,
sub_BjTBrgf0i8bR5m,Neutral,positive,,FALSE,2,7512,,Madison,Restaurant,Pizza,Monthly,
sub_FEkwrHzPf4modu,Neutral,,,FALSE,1,2496,US Foods,Holden Beach,Restaurant,Seafood,Monthly,
sub_E9JJeEu1bs1Xvz,Neutral,neutral,,FALSE,15,10490,,New York,Multi-location (10+),Pizza,Monthly,
sub_8BWx1shsX27vSE,Neutral,,,FALSE,1,2388,,Harrison,Restaurant,American (Traditional),Yearly,
sub_FSFph1v1K3CgJn,Good,,,FALSE,1,2388,,New York,Event Space,Italian,Monthly,
sub_FpOS9qxo6c9KWd,,,,FALSE,1,,US Foods,Bloomington,Restaurant,Italian,Monthly,
sub_FKkqz9ubrGO9eg,Neutral,,,FALSE,1,2149,,Brooklyn,Event Space,American (New),Yearly,
sub_BMDreQeWsZKTp2,Neutral,,,FALSE,1,4548,,Hoboken,Restaurant,North-Eastern farm and coastal cuisine,Monthly,
sub_Ck2GtPJmDfLFpn,Good,positive,,FALSE,10,4788,,Denver,Restaurant,American (New),Yearly,
sub_Fx1MIct7Jl3UPk,,,,FALSE,2,,,Miami,Restaurant,Mexican,Monthly,
sub_FxJ3aAGB5l9qC6,,,,FALSE,2,,US Foods,Arlington,Restaurant,American (Traditional),Monthly,
sub_DskdbyWXJsrvba,Neutral,positive,,FALSE,1,2388,,San Francisco,Bar,Other,Monthly,2018-05-08 00:00:00.000 +0000
sub_CJS2Vxx0ovRqZW,Good,positive,,FALSE,10,4056,,Dallas,Restaurant,Deli / Sandwiches,Monthly,
sub_Dks8XD84NpkTZ5,Neutral,,10,FALSE,1,1908,US Foods,Westbrook,Restaurant,American (New),Monthly,
sub_FN06lS2OSiQtLP,Good,,,FALSE,3,2388,US Foods,Springfield,Restaurant,Mexican,Monthly,
sub_B5IgW2hmqwUPpV,Neutral,neutral,,FALSE,1,1188,,Oklahoma City,Restaurant,American (New),Yearly,
sub_DNRL5s6dSofoYV,Good,,,FALSE,1,2149,,San Francisco,Restaurant,Tasting Menu,Yearly,
sub_BsvV6JWtbeHLG9,Good,,,FALSE,1,1188,,New York,Restaurant,Seafood,Yearly,
sub_EPRb3TdaIYNevL,Neutral,neutral,,FALSE,1,2388,,New York,Nightclub / Lounge,Other,Monthly,
sub_5W1GkVl8f8pGDo,,,,FALSE,1,0,,New York,Restaurant,Other,,2019-01-01 00:00:00.000 +0000
sub_DXlMyrE8yCpbl3,Neutral,neutral,10,FALSE,1,1982,,New York,Cafe / Coffee Shop,Coffee,Monthly,
sub_A4c1njE6TBeoDn,Good,neutral,,FALSE,3,4188,,Chicago,Restaurant,Asian Fusion,Monthly,
sub_7yqaPCc7y9QnUt,Neutral,,,FALSE,1,1188,,Boston,Restaurant,Asian Fusion,Monthly,
sub_FQGuA7Fx40wMSe,Good,,,FALSE,2,1908,US Foods,Minneapolis,Restaurant,Mexican,,
sub_FkrAxER3VgyfOW,,,,FALSE,1,,,Cincinnati,Restaurant,American (Traditional),Monthly,
sub_G5xwWK8L4WqdwG,,,,FALSE,1,,RSI,Bordentown,Restaurant,Pizza,Monthly,
sub_7aUzfO2ZSGKnKE,Neutral,positive,,FALSE,1,1188,,Brooklyn,Restaurant,Italian,Monthly,
sub_G2YsNUsddoJO4O,,,,FALSE,1,,,Chicago,Restaurant,Seafood,Monthly,
sub_ALI0nz8JWDnzXD,Good,positive,10,FALSE,1,3948,,Chicago,Restaurant,American,Yearly,
sub_9Eif7Zj8JIpyQG,Good,,,FALSE,1,1188,,Boston,Restaurant,American (Traditional),Monthly,
sub_EEuBP2u3Nti34O,Neutral,,,FALSE,1,1428,,Arlington,Restaurant,American (Traditional),Monthly,
sub_EgFhURmmDkId3R,Neutral,,,FALSE,1,4179,,New Rochelle,Restaurant,Mexican,Yearly,
sub_FnwvMqP0KLdhMK,Bad,,,FALSE,1,4056,,San Francisco,Restaurant,American (Traditional),Monthly,
sub_9OtKJluBJNs376,Good,,8,FALSE,1,1200,,New York,Restaurant,American (New),Monthly,
sub_Fg6egyRTMgPLP2,,,,FALSE,2,,,Houston,Restaurant,American (New),Monthly,
sub_FueVKO9BfnU2K0,,,,FALSE,1,,,Dayton,Restaurant,Italian,Yearly,
sub_GCheZuVrKHC0Ud,,,,FALSE,1,,US Foods,Ottawa,Restaurant,Pizza,Monthly,
sub_Dd4v1rfM6DBKdB,Neutral,neutral,,FALSE,1,468,US Foods,Berkeley Springs,Restaurant,American (Traditional),Monthly,
sub_BVWZZ4PPVSIouy,Neutral,,10,FALSE,1,1908,US Foods,Menomonie,Restaurant,Pizza,Monthly,
sub_F4gM0bCkygMdWO,Neutral,,10,FALSE,1,1908,US Foods,West Bloomfield Township,Restaurant,Japanese,Monthly,
sub_CkKHAS26TtisnA,Neutral,,,FALSE,1,2388,,Cape May,Restaurant,American (Traditional),Monthly,
sub_BI3lJXR6lY8VNB,Good,neutral,6,FALSE,1,1428,,New York,Restaurant,American (New),Monthly,
sub_83cvQWXWlOKzEU,Good,neutral,,FALSE,1,1188,,Washington,Restaurant,American (New),Monthly,
sub_EIgfub9C76UNoH,Neutral,neutral,5,FALSE,11,6541,,New York,Multi-location (10+),Italian,,
sub_G8TnZyl8skwd6f,,,,FALSE,2,,,Washington,Catering,Latin American / South American / Central American,Monthly,
sub_FKlwgKu8wNjrZi,Neutral,,,FALSE,1,2388,,Austin,Restaurant,"[""""Mexican""""]",,
sub_7FS9YxzYM7CFY6,Good,neutral,,FALSE,1,1536,,Poughkeepsie,Catering,Other,Monthly,
sub_G10EFD70IrZOFr,,,,FALSE,1,4056,,Manhattan Beach,Cafe / Coffee Shop,American (Traditional),Monthly,
sub_GBIG9BcX33aqG4,,,,FALSE,6,,,San Francisco,Restaurant,Middle Eastern,Monthly,
sub_CZPhe4euXvjqHr,Neutral,neutral,9,FALSE,1,2148,US Foods,Marshall,Restaurant,Deli / Sandwiches,Monthly,
sub_ELxUPIrImdWF0b,Neutral,,,FALSE,1,1934.1,,Toronto,Restaurant,Other,Monthly,
sub_Bzub6w3aTgDecY,Good,positive,,FALSE,1,2388,,Brooklyn,Restaurant,Mexican,Monthly,
sub_GCeqXxhwCz2FoS,,,,FALSE,,,,White Plains,Event Space,Italian,Monthly,
sub_FeVwOcGnDkktkw,Good,neutral,,FALSE,1,,US Foods,North Richland,Restaurant,Barbecue,Monthly,
sub_GAPE7baPs805Gi,,,,FALSE,1,,US Foods,Rockville Centre,Restaurant,American (Traditional),Monthly,
sub_GA0aDBD5XNgZdo,,,,FALSE,2,,US Foods,Midway,Restaurant,"[""Barbecue"",""Sandwiches"",""Subs"",""Burgers""]",Monthly,
sub_FhWDCnkAZv9aJB,,,,FALSE,1,,US Foods,Lexington,Restaurant,American (New),Monthly,
sub_Fv7ruBliuHF4v9,,,,FALSE,1,,,Granada Hills,Restaurant,American,Monthly,
sub_ELf8Dyn4XUpQtE,Good,,,FALSE,1,2388,,Arlington,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_FnbMNXb7Lx8Ozj,,,,FALSE,,0,,New York,Restaurant,Seafood,Monthly,
sub_EKBOYoIltgHGOe,Neutral,,,FALSE,1,2388,,Denver,Food Truck,Barbecue,Monthly,
sub_BUSz0I90S1harh,Neutral,neutral,,FALSE,1,2388,,Oakland,Restaurant,Bar - Wine,Monthly,
sub_FiNr13SsPi8y9v,,,,FALSE,1,,,"Lahaina, Maui",Restaurant,American (Traditional),Monthly,
sub_Fib41VzGPJw1Bp,,,,FALSE,1,,,Lakeland,Restaurant,American (Traditional),Monthly,
sub_FUSuzO5d24aX7H,Good,,,TRUE,1,1908,US Foods,Savannah,Restaurant,Southern / Creole,Monthly,
sub_8lXq1Xg5ng6Ko8,Good,neutral,,FALSE,1,2388,,Carmel,Restaurant,Seafood,Monthly,
sub_ANpj8Qc7PqrWpN,Neutral,,,FALSE,1,4188,,Morristown,Restaurant,American,Monthly,
sub_FEM6oz1xsOC9vs,Neutral,neutral,,FALSE,5,4152,,Silver Spring,Restaurant,Latin American / South American / Central American,Monthly,
sub_Fh9gQcjCgF1Bd2,Good,,,FALSE,3,,,Brooklyn,Restaurant,Mexican,Yearly,
sub_FiecpeCFQQlnJD,,,,FALSE,1,,,Chicago,Restaurant,Pizza/Italian,Monthly,
sub_E72Nd3649i0AAq,Neutral,,,TRUE,1,2388,,Mineola,Restaurant,"[""""Peruvian""""]",Monthly,
sub_Bgm0GAdlIFrvYk,Neutral,negative,,FALSE,2,1908,US Foods,Atco,Restaurant,Pub & Grill,Monthly,
sub_DgSFR167TxGD7L,Neutral,positive,8,FALSE,5,2149,,Denver,Restaurant,"Mexican, Bars",Monthly,
sub_BhbJ4xbmvVdmfb,Neutral,neutral,,FALSE,1,1908,US Foods,Bloomington,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_Fna7m6Nsbkmi6o,,,,FALSE,3,,US Foods,Cape Girardeau,Restaurant,Mexican,Monthly,
sub_G0aykvbmH8MKFf,,,,FALSE,1,,,New York,Restaurant,American (New),Monthly,
sub_EEtT3w9KLDrIYA,Neutral,,,FALSE,1,4056,,Minneapolis,Restaurant,"[""American"",""Burgers"",""Traditional"",""Sandwiches"",""Cafe""]",Monthly,
sub_AniWzKeKMcNdbL,Neutral,,1,FALSE,1,468,US Foods,Cecil,Restaurant,Deli / Sandwiches,Monthly,
sub_FdT8BFzQOn6hm5,Good,,,FALSE,,,,Manitou Springs,Restaurant,Classic/Varied,Monthly,
sub_EzHskinKbHJ3S8,Good,,,FALSE,1,2149,,New York,Food Hall,Other,Yearly,
sub_DITzqaj5ELwG8F,Good,positive,10,FALSE,1,2388,,Ithaca,Restaurant,Southern / Creole,Yearly,
sub_FXSMs1zGNf4aaJ,,,,FALSE,1,,,Fairfax,Restaurant,Mediterranean / Greek,Monthly,
sub_DKIvq6ht6de34G,Neutral,,,FALSE,1,1188,US Foods,Peru,Restaurant,Pizza,Monthly,
